城市,区县,2020占比_无约束,2020占比_约束,2020_CCG,2020_CEADs,2020_均值,2020_差值,2020_SMAPE,2020_差异水平
四川成都,锦江区,0.022468400156764094,0.022802026187485412,111.91234452817841,216.3681875723951,164.14026605028675,104.45584304421669,0.6363815872713106,66.4737751962415
四川成都,青羊区,0.025341457365415723,0.025717744496432122,126.22268998848885,248.07527602145393,187.1489830049714,121.85258603296508,0.6510993758898931,79.33814271663306
四川成都,金牛区,0.042823429337503556,0.04345930063461703,213.2982475147004,420.58941979681964,316.94383365576005,207.29117228211925,0.6540312518187779,135.57490489865643
四川成都,武侯区,0.05119001478940969,0.051950118816736925,254.97118315254482,507.43318081916476,381.2021819858548,252.46199766661994,0.662278469528771,167.20014542882518
四川成都,成华区,0.04043782807247663,0.04103827634545925,201.415860303514,400.74546222655044,301.08066126503223,199.32960192303645,0.6620471772764329,131.96560030078132
四川成都,龙泉驿区,0.08261066137987291,0.08383732045925256,411.47356881401157,823.7027741178437,617.5881714659276,412.2292053038321,0.6674823520750912,275.15571955024745
四川成都,青白江区,0.04378047352598989,0.044430555663732954,218.06516719760134,398.88792165643156,308.47654442701645,180.82275445883022,0.5861799145691989,105.99466676084434
四川成都,新都区,0.09439793809487476,0.09579962264629524,470.18454794801704,909.4848271218618,689.8346875349395,439.3002791738448,0.636819642606903,279.7550467806006
四川成都,温江区,0.05010637375559278,0.05085038714654552,249.57370011524543,489.6914323801625,369.63256624770395,240.11773226491707,0.6496119503280066,155.9833483649509
四川成都,金堂县,0.04690919341980722,0.04760573291063863,233.6489371254144,441.214793995733,337.43186556057367,207.56585687031858,0.6151341294500761,127.6808426694825
四川成都,双流县,0.1437574911622929,0.14589209980502227,716.0384258430493,1323.9164043090839,1019.9774150760666,607.8779784660346,0.5959719984787125,362.2782536576024
四川成都,郫县,0.08041025865166145,0.0816042446602804,400.5136327926562,751.609758245063,576.0616955188596,351.09612545240674,0.6094766032589165,213.98487395809929
四川成都,大邑县,0.027052315063987736,0.027454006169435833,134.74426227959106,261.91778652440695,198.331024401999,127.1735242448159,0.6412185114672059,81.54601791429947
四川成都,蒲江县,0.014671651843461687,0.014889506471940237,73.07769776428269,142.27957021814822,107.67863399121546,69.20187245386553,0.6426704155581235,44.47399612732603
四川成都,新津县,0.037697667705833084,0.038257428220885244,187.76745770810479,365.5723753430394,276.6699165255721,177.80491763493464,0.6426608279924806,114.26825558840191
四川成都,都江堰市,0.04888840924026389,0.04961433746876744,243.5071682967106,483.64568735337957,363.5764278250451,240.13851905666897,0.6604897916325447,158.60904041468717
四川成都,彭州市,0.05214864888108944,0.05292298735700625,259.7460219481867,536.1122344917603,397.9291282199735,276.3662125435736,0.6945111401616209,191.93941337578616
四川成都,邛崃市,0.03082521359155555,0.031282927250958735,153.53660694770548,303.29663652315156,228.41662173542852,149.76002957544608,0.655644184024886,98.18929239053615
四川成都,崇州市,0.049851153579671244,0.050591377288507836,248.30247973199647,489.09752398922234,368.7000018606094,240.79504425722587,0.6530920614105686,157.26133183140072
四川德阳,旌阳区,0.28073407982677917,0.2781503902014327,305.6872788313745,633.2549923554568,469.4711355934156,327.5677135240823,0.6977377067283036,228.55634523252712
四川德阳,什邡市,0.12307420268981935,0.12194150964153079,134.01371909604234,297.59416075461723,215.8039399253298,163.5804416585749,0.758004889601067,123.99477462030185
四川德阳,广汉市,0.231931568355944,0.22979702456517467,252.54692999712697,532.4063521479917,392.47664107255935,279.8594221508647,0.7130600725334009,199.5565798580512
四川德阳,中江县,0.11100441623128915,0.10998280546439762,120.87110320537299,264.4893222103728,192.6802127078729,143.6182190049998,0.7453708763688299,107.04883776228723
四川眉山,东坡区,0.38736028838155806,0.3908793632371034,407.6871758562989,473.8617562796905,440.7744660679947,66.1745804233916,0.15013251791491794,9.934956380927018
四川眉山,彭山区,0.20228039882001767,0.2041180674882009,212.89514439019354,245.03860256265082,228.96687347642217,32.14345817245729,0.14038475384853982,4.512451463381252
四川眉山,仁寿县,0.27033689980546094,0.27279284538162285,284.5229377330326,334.52507366653765,309.5240056997851,50.00213593350503,0.16154525985943502,8.077608042904863
四川眉山,青神县,0.04520712203366797,0.04561781784119367,47.579384008365,62.63916236450512,55.10927318643506,15.059778356140122,0.2732712207107647,4.115404015015963
四川资阳,雁江区,0.29164178861504847,0.2832898623293151,105.3838287865052,312.0252410194866,208.7045349029959,206.6414122329814,0.990114624624839,204.59868430500498
四川资阳,乐至县,0.10898224362055584,0.10586125170271325,39.38038563340933,112.0866644313326,75.73352503237096,72.70627879792326,0.9600276597034965,69.80003868012021
